StateName,DistrictName,BlockName,Season,Sector,Category,Crop,QueryType,QueryText,KccAns,CreatedOn,year,month
ANDHRA PRADESH,ANANTPUR,GOOTY,NA,AGRICULTURE,Cereals,Paddy (Dhan),Government Schemes,PM KISAN STATUS?,RECOMMENDED TO CONTACT MANDAL AGRICULTURE OFFICER (MAO ),2024-03-07T09:41:39.873,2024,3
ANDHRA PRADESH,ANANTPUR,BRAHMASAMUDRAM,NA,AGRICULTURE,Others,Others,Government Schemes,FARMER ASKED QUERY ON PMKISAN UNABLE TO GET INSTALLMENTS ,"PLEASE VISIT NEARBY CSC (common service center)  OR MEE SEVA
దయచేసి  మీకు దగ్గరలో ఉన్నమీ సేవ కేంద్రాన్ని సంప్రదించండి 
",2024-03-07T15:12:41.267,2024,3
ANDHRA PRADESH,ANANTPUR,VAJRAKARUR,NA,AGRICULTURE,Cereals,Paddy (Dhan),Government Schemes,E-CROP BOOKING ISSUE?,RECOMMENDED TO CONTACT VILLAGE AGRICULTURE ASSISTANT IN RBK,2024-03-08T11:44:54.153,2024,3
ANDHRA PRADESH,ANANTPUR,NAMBULAPULIKUNTA,NA,HORTICULTURE,Vegetables,Tomato,"	Plant Protection	",farmer asked query on sucking pest management in tomato ? ,"RECOMMENDED TO SPRAY DIMETHOATE (ROGER) 400 ML /200 LITRES OF WATER /ACRE 
డైమిథోయేట్ (రోగర్) 400 మిల్లి లీటర్లు /200 లీటర్ల నీటికి  కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
",2024-03-09T16:29:29.357,2024,3
ANDHRA PRADESH,ANANTPUR,URAVAKONDA,NA,AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),Nutrient Management,FARMER ASKED QUERY ON BORAX AND 13-0-45 USES,"13-0-45 మరియు బొరాక్స్ రెండు మందులు కూడా పోషకాలు, వీటిని పూత మరియు కాయలు రావడానికి వాడుతారు. వీటిని పూత వచ్చే దశలో స్ప్రేయింగ్ చేసుకోవచ్చు.",2024-03-09T18:37:12.337,2024,3
ANDHRA PRADESH,ANANTPUR,KANEKAL,NA,AGRICULTURE,Vegetables,Chillies,Weather,Farmer asked query on Weather,"మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.
",2024-03-09T18:50:21.997,2024,3
ANDHRA PRADESH,ANANTPUR,RAPTADU,NA,AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),Weather,Farmer asked query on Weather,"THERE IS CHANCE OF CLOUDY WEATHER IN YOUR AREA
మీ ప్రాంతంలో వాతావరణం మబ్బు లుగా ఉంటుంది 
",2024-03-09T18:50:44.537,2024,3
ANDHRA PRADESH,ANANTPUR,KALYANDRUG,NA,AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),Weather,Farmer asked query on Weather,"CLOUDY WEATHER, NO CHANCE OF SHOWERS IN YOUR AREA మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.వర్షం  పడే అవకాశం లేదు.",2024-03-09T21:21:05.257,2024,3
ANDHRA PRADESH,ANANTPUR,PAMIDI,NA,AGRICULTURE,Others,Others,Market Information,CALL IS DISCONNECTED BY FARMER,CALL IS DISCONNECTED BY FARMER,2024-03-10T09:13:03.88,2024,3
ANDHRA PRADESH,ANANTPUR,KANEKAL,NA,AGRICULTURE,Others,Others,Government Schemes,"FARMER ASKED QUERY ON PM KISAN SAMMAN NIDHI SCHEME
","PLEASE CONTACT YOUR MANDAL AGRICULTURAL OFFICER 
దయచేసి  మీ  మండల వ్యవసాయ అధికారిని సంప్రదించండి
",2024-03-10T12:45:45.43,2024,3
ANDHRA PRADESH,ANANTPUR,URAVAKONDA,NA,AGRICULTURE,Pulses,Horse Gram (kulthi/kultha),Weather,Farmer asked query on Weather,"CLOUDY WEATHER, NO CHANCE OF SHOWERS IN YOUR AREA మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.వర్షం  పడే అవకాశం లేదు.
",2024-03-10T18:23:39.977,2024,3
ANDHRA PRADESH,ANANTPUR,KANEKAL,NA,AGRICULTURE,Others,Others,Government Schemes,PM KISAN STATUS?,RECOMMENDED TO CONTACT MEE-SEVA CENTRE,2024-03-11T10:17:20.15,2024,3
ANDHRA PRADESH,ANANTPUR,PEDDAPAPPUR,NA,AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),"	Plant Protection	",farmer asked about tikka leaf spot management in groundnut,"RECOMMENDED TO SPRAY CARBENDAZIM 12%+MANCOZEB 63%WP (UPL SAAF) 400 GM / 200 LIT OF WATER /ACRE (L.S,BLA,RUST)
కార్బెండజిమ్ + మాంకోజెబ్ (సాఫ్)  400 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
",2024-03-11T11:41:53.66,2024,3
ANDHRA PRADESH,ANANTPUR,PEDDAPAPPUR,NA,AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),"	Plant Protection	",farmer asked about rot management in groundnut,"RECOMMENDED TO SPRAY CARBENDAZIM 12%+MANCOZEB 63%WP (UPL SAAF) 400 GM / 200 LIT OF WATER /ACRE (L.S,BLA,RUST)
కార్బెండజిమ్ + మాంకోజెబ్ (సాఫ్)  400 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
",2024-03-11T11:42:24.41,2024,3
ANDHRA PRADESH,ANANTPUR,PENUKONDA,NA,AGRICULTURE,Others,Others,Government Schemes,#NAME?,"PLEASE CONTACT YOUR MANDAL AGRICULTURAL OFFICER 
దయచేసి  మీ  మండల వ్యవసాయ అధికారిని సంప్రదించండి
",2024-03-11T14:50:49.357,2024,3
ANDHRA PRADESH,ANANTPUR,MUDIGUBBA,NA,AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),Weather,Farmer asked query on Weather,"CLOUDY WEATHER, NO CHANCE OF SHOWERS IN YOUR AREA మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.వర్షం  పడే అవకాశం లేదు.",2024-03-11T18:47:21.87,2024,3
ANDHRA PRADESH,ANANTPUR,PUTLUR,NA,HORTICULTURE,Fruits,Citrus,Nutrient Management,citrus nutrient management ?,"RECOMMENDED TO SPRAY AGROMINIMAX @ 600 GRAMS PER 200 LITERS OF WATER PER ACRE (3 GRAMS PER 1 LITER OF WATER )
",2024-03-14T07:59:41.95,2024,3
ANDHRA PRADESH,ANANTPUR,BOMMANAHAL,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),Nutrient Management,farmer asked query on nutrient management in cotton ?,"RECOMMENDED TO SPRAY AGROMINIMAX @ 600 GRAMS PER 200 LITERS OF WATER PER ACRE (3 GRAMS PER 1 LITER OF WATER )
",2024-03-14T12:39:04.043,2024,3
ANDHRA PRADESH,ANANTPUR,KAMBADUR,NA,HORTICULTURE,Plantation Crops,Coconut,Fertilizer Use and Availability,FERTILIZER SCHEDULE IN COCONUT?,"--RECOMMENDED TO APPLY UREA 1/2 KG,SSP 1 KG,MOP 1KG,NEEM CAKE 1/2 KG.",2024-03-15T06:36:02.47,2024,3
ANDHRA PRADESH,ANANTPUR,PEDDAPAPPUR,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),Market Information,"FARMER ASKED QUERY ABOUT MARKET INFORMATION OF COTTON
","Min Price	Modal Price	Max Price
ANDHRA PRADESH	ADONI	COTTON	4,337	7,659	8,091",2024-03-16T07:31:02.603,2024,3
ANDHRA PRADESH,ANANTPUR,PEDDAPAPPUR,NA,AGRICULTURE,Others,Cotton (Kapas),Weather,Farmer asked query on Weather,"CLOUDY WEATHER, THERE IS A CHANCE OF  SHOWERS IN YOUR AREA  
 మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.జల్లులు పడే అవకాశం లేదు.
",2024-03-16T07:31:45.33,2024,3
ANDHRA PRADESH,ANANTPUR,NALLAMADA,NA,HORTICULTURE,Flowers,Crossandra,"	Plant Protection	",FARMER ASKED QUERY ON APHIDS AND CATERPILLAR MANAGEMENT IN CROSSANDRA,"RECOMMENDED TO SPRAY LAMBDA CYHALOTHRIN + THIAMETHOXAM (ALIKA) 80 ML  /200 LITRES OF WATER /  ACRE
లాంబ్డా సైహలోత్రిన్ 9.5% +  థయోమిథాక్జొమ్ 12.6% (అలికా) 80 మిల్లి లీటర్లు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
",2024-03-16T09:39:24.943,2024,3
ANDHRA PRADESH,ANANTPUR,URAVAKONDA,NA,AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),"	Plant Protection	",can i mix nutrients along with insecticides?,పురుగుల మందులతో పోషకాలు కలపకూడదు.,2024-03-16T10:37:52.58,2024,3
ANDHRA PRADESH,ANANTPUR,MUDIGUBBA,NA,AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),Weather,Farmer asked query on Weather,"మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.
",2024-03-16T19:00:26.177,2024,3
ANDHRA PRADESH,ANANTPUR,MUDIGUBBA,NA,AGRICULTURE,Others,Groundnut (pea nut/mung phalli),Weather,Farmer asked query on Weather,"THERE IS CHANCE OF CLOUDY AND DRY WEATHER IN YOUR AREA
మీ ప్రాంతంలో వాతావరణం ఎండ,మబ్బులుగా ఉంటుంది,వర్షం  పడే అవకాశం లేదు.",2024-03-17T18:58:38.003,2024,3
ANDHRA PRADESH,ANANTPUR,KANEKAL,NA,AGRICULTURE,Cereals,Paddy (Dhan),Weather,Farmer asked query on Weather,"CLOUDY WEATHER, NO  CHANCE OF  SHOWERS IN YOUR AREA  
మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.జల్లులు పడే అవకాశం లేదు.
",2024-03-18T17:29:24.683,2024,3
ANDHRA PRADESH,ANANTPUR,VAJRAKARUR,NA,AGRICULTURE,Vegetables,Chillies,Weather,Farmer asked query on Weather,"CLOUDY WEATHER, NO CHANCE OF SHOWERS IN YOUR AREA మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.వర్షం  పడే అవకాశం లేదు.",2024-03-19T10:07:38.11,2024,3
ANDHRA PRADESH,ANANTPUR,RAPTADU,NA,AGRICULTURE,Others,Others,Weather,Farmer asked query on Weather,"మీ ప్రాంతంలో వాతావరణం ఎండ , మబ్బులుగా ఉంటుంది.
",2024-03-19T18:37:05.12,2024,3
ANDHRA PRADESH,ANANTPUR,AGALI,NA,AGRICULTURE,Others,Others,Training and Exposure Visits,CALL IS DISCONNECTED BY FARMER,#NAME?,2024-03-19T20:30:54.097,2024,3
ANDHRA PRADESH,ANANTPUR,GUMMAGATTA,NA,AGRICULTURE,Others,Others,Government Schemes,"FARMER ASKED QUERY ON PM KISAN SAMMAN NIDHI SCHEME INSTALMENT RELATED ISSUE
","దయచేసి  మీ  మండల వ్యవసాయ అధికారిని సంప్రదించండి
",2024-03-20T08:05:18.24,2024,3
ANDHRA PRADESH,ANANTPUR,KUDAIR,NA,HORTICULTURE,Vegetables,Drum Stick,"	Plant Protection	",FARMER ASKED QUERY ON WHITE FLIES MANAGEMENT IN DRUMSTICK,"RECOMMENDED TO SPRAY DIMETHOATE (ROGER) 400 ML /200 LITRES OF WATER /ACRE 
డైమిథోయేట్ (రోగర్) 400 మిల్లి లీటర్లు /200 లీటర్ల నీటికి  కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
",2024-03-20T10:13:22.22,2024,3
ANDHRA PRADESH,ANANTPUR,KANEKAL,NA,AGRICULTURE,Others,Others,Weather,Farmer asked query on Weather,"ఈరోజు మీ ప్రాంతం లో వాతావరణం ఎండా  మబ్బులుగా ఉంటుంది వర్షము పడే అవకాశం లేదు.
Today Weather in your area is sunny and cloudy with no chance of rain.

",2024-03-20T10:21:27.02,2024,3
ANDHRA PRADESH,ANANTPUR,KANEKAL,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),Fertilizer Use and Availability,FARMER ASKED QUERY ABOUT FERTILIZER MANAGEMENT IN cotton ,"COTTON :
ఆఖరి దుక్కిలో : సింగిల్ సూపర్ ఫాస్ఫేట్ : 150 కే/ఏ
20 రోజులకు : యూరియా - 25 కే/ఏ , మ్యూరేట్ ఆఫ్ పొటాష్ - 20 కే/ఏ
40 రోజులకు : యూరియా - 25 కే/ఏ , మ్యూరేట్ ఆఫ్ పొటాష్ - 20 కే/ఏ
60 రోజులకు : యూరియా - 25 కే/ఏ , మ్యూరేట్ ఆఫ్ పొటాష్ - 20 కే/ఏ
80 రోజులకు : యూరియా - 25 కే/ఏ , మ్యూరేట్ ఆఫ్ పొటాష్ - 20 కే/ఏ
",2024-03-20T12:21:40.773,2024,3
ANDHRA PRADESH,ANANTPUR,KANEKAL,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),Nutrient Management,"FARMER ASKED QUERY ABOUT NUTRIENT MANAGEMENT INcotton ?
","RECOMMENDED TO SPRAY AGROMINIMAX @ 600 GRAMS PER 200 LITERS OF WATER PER ACRE (3 GRAMS PER 1 LITER OF WATER )
",2024-03-20T12:22:23.963,2024,3
ANDHRA PRADESH,ANANTPUR,KANEKAL,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),"	Water Management	",FARMER ASKED QUERY ABOUT WATER MANAGEMENT IN cotton ?,"నీటి యాజమాన్యం
ప్రత్తి సాగుకు 600-800 మి.మీ. వర్షపాతం అవసరం వుంటుంది. ప్రత్తి సాధారణంగా ఎక్కువ నీటిని గాని / అధిక తోమను గాని తట్టుకోలేదు. కావున అవసరం మేరకు నీరు పెట్టాలి.

ప్రత్తిలో పూత, పిందే, కాయ తయారయ్యే దశలు క్లిష్టమైనవి. ఈ దశలో బెట్ట వేస్తే పూత, పిందే. కాయ రాలిపోవడం జరుగుతుంది. మరియు బెట్ట దశలో వచ్చిన ప్రత్తిని జిన్నింగ్ చేసినప్పుడు దూది శాతం తక్కువ రావడం జరుగుతుంది. కావున నీటి వసతీ ఉన్న చోట, పూత మరియు కాయ తయారయ్యే దశలో అవసరాన్ని బట్టి (10-15 రోజుల బెట్ట) నీటి తడులు తప్పని సరిగా ఇవ్వాలి. తద్వారా పంట దిగుబడి బాగా వస్తుంది.

ప్రత్తి పంటకు బిందు సేద్యం బాగా ఉపయోగ పడుతుంది. కాని ఈ వసతి చాలా తక్కువ మందికి ఉంది. బిందు సేద్యం వసతి ఉన్నచోట ఫర్టిగేషన్ తో పాటు నీరు కూడ సమయానుకూలంగా (సరాసరి 10 రోజులకొకసారి) కీలక దశలో పంటకు అందిస్తే దిగుబడులు బాగా వస్తాయి. ప్రత్తికి స్ప్రింకర్లు లేదా వప్షపుగన్ (రేయిన్ గన్)ల వాడకం లేదు.

",2024-03-20T12:26:12.553,2024,3
ANDHRA PRADESH,ANANTPUR,RAPTADU,NA,AGRICULTURE,Others,Others,Weather,Farmer asked query on Weather,"CLOUDY WEATHER, THERE IS A CHANCE OF  SHOWERS IN YOUR AREA  
మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.జల్లులు పడే అవకాశం ఉంది.
",2024-03-20T18:38:53.803,2024,3
ANDHRA PRADESH,ANANTPUR,BOMMANAHAL,NA,AGRICULTURE,Others,Others,Weather,Farmer asked query on Weather,"CLOUDY WEATHER, NO CHANCE OF SHOWERS IN YOUR AREA మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.వర్షం  పడే అవకాశం లేదు.",2024-03-20T20:33:45.593,2024,3
ANDHRA PRADESH,ANANTPUR,D.HIREHAL,NA,AGRICULTURE,Millets,Italian Millet (Thenai/Navane/Foxtail Millet/Kang),"	Plant Protection	",FOXTAIL MILLET STEM BORER CONTROL MANAGEMENT ?,"క్లోరాంత్రనిలిప్రోల్ (కోరాజిన్) 60 మిల్లి లీటర్లు /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి
",2024-03-22T08:28:13.757,2024,3
ANDHRA PRADESH,ANANTPUR,VAJRAKARUR,NA,AGRICULTURE,Cereals,Paddy (Dhan),"	Plant Protection	",FARMER ASKED QUERY ABOUT BACTERIAL LEAF BLIGHT MANAGEMENT IN PADDY?,"RECOMMENDED TO SPRAY PLANTOMYCINE - 40 GRAMS/ 200 LITERS OF WATER(0.2 GRAMS / 1 LITER OF WATER)
ప్లాన్తోమైసిన్  40 గ్రాములు /200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి 
",2024-03-22T09:31:35.903,2024,3
ANDHRA PRADESH,ANANTPUR,PAMIDI,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),Market Information,COTTON MARKET INFORMATION ?,"State	APMC's	Commodity	Price in Rs.	Commodity Arrivals	Commodity Traded	Unit	Date
Min Price	Modal Price	Max Price
ANDHRA PRADESH	ADONI	COTTON	5,089	7,391	8,100	1,364	1,519	Qui	21-03-2024
",2024-03-22T09:39:10.04,2024,3
ANDHRA PRADESH,ANANTPUR,YADIKI,NA,HORTICULTURE,Vegetables,Ash Gourd (Petha),Nutrient Management,FARMER ASKED QUERY ABOUT ,"RECOMMENDED TO SPRAY POTASSIUM NITRATE 13-0-45 @ 5 GRAMS/1 LITER OF WATER(1KG/ACRE/200 LITERS OF WATER).పొటాషియం  నైట్రేట్  13-0-45 @ 5 గ్రాములు లీటరు నీటికి కలిపి  పిచికారీ చేయండి. 
RECOMMENDED TO SPRAY FANTAC PLUS  (ఫాంటాక్ ప్లస్)-100ML/ACRE ",2024-03-23T09:35:39.623,2024,3
ANDHRA PRADESH,ANANTPUR,CHILAMATHUR,NA,HORTICULTURE,Vegetables,Brinjal,Nutrient Management,farmer asked query on nutrient management in brinjal?,"RECOMMENDED TO SPRAY POTASSIUM NITRATE 13-0-45 @ 5 GRAMS/1 LITER OF WATER(1KG/ACRE).
పొటాషియం  నైట్రేట్  13-0-45 @ 5 గ్రాములు లీటరు నీటికి కలిపి  పిచికారీ చేయండి",2024-03-24T17:01:17.277,2024,3
ANDHRA PRADESH,ANANTPUR,NARPALA,NA,HORTICULTURE,Flowers,Chrysanthemum,"	Plant Protection	",CHRYSANTHEMUM FLOWERDEVELOPMENT MANAGEMENT ,RECOMMENDED TO SPRAY CROP TOPNIC 21     50 ML/ 200 LITER OF WATER ,2024-03-26T14:38:11.883,2024,3
ANDHRA PRADESH,ANANTPUR,GARLADINNE,NA,HORTICULTURE,Flowers,Jasmine,Nutrient Management,"FARMER ASKED QUERY ABOUT NUTRIENT MANAGEMENT IN SANNAJAAJI
","అరీస్ అగ్రిప్రో 100 - 200 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
",2024-03-26T19:01:08.83,2024,3
ANDHRA PRADESH,ANANTPUR,VIDAPANAKAL,NA,HORTICULTURE,Vegetables,Chillies,"Post Harvest Management (Cleaning, Grading, Packaging, Food Processing, Cool Chain etc.)",FARMER ASKED QUERY ON POST HARVEST MANAGEMENT IN CHILLI,"RECOMMENDED NOT TO USE ANY TYPE OF CHEMICALS

MAINTAIN MOISTURE UPTO 10 PERCENT
GRADING ; REMOVE THE SPOTED CHILLIES",2024-03-27T09:12:31.04,2024,3
ANDHRA PRADESH,ANANTPUR,NALLAMADA,NA,HORTICULTURE,Flowers,Kaner,"	Plant Protection	",FARMER ASKED QUERY ON ABOUT APHIDS MANAGEMENT IN FIRE CRACKER,"--RECOMMENDED TO SPRAY IMIDACLOPRID (CONFIDOR) 60 ML/200 LITRES OF WATER /ACRE 
 RECOMMENDED TO SPRAY  CHLORPYRIFOS  20EC (CORABON/PREDATOR) 500 ML/200 LITRES OF WATER / ACRE   (50EC - 320ML/ACRE)
 క్లోరోఫైరిఫాస్   500 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
",2024-03-27T13:22:04.867,2024,3
ANDHRA PRADESH,ANANTPUR,KUDAIR,NA,HORTICULTURE,Fruits,Grape,"	Plant Protection	",farmer asked query on fertilizer management in grape ?,#NAME?,2024-03-28T07:49:19.997,2024,3
ANDHRA PRADESH,ANANTPUR,BELUGUPPA,NA,HORTICULTURE,Vegetables,Cowpea (Vegetable),Vegetative Propagation and Tissue Culture,FARMER ASKED QUERY ABOUT SOWING TIME OF COWPEA,RECOMMENDED TO SOW COWPEA  IN JUNE -JULY ,2024-03-28T15:58:12.453,2024,3
ANDHRA PRADESH,ANANTPUR,NALLAMADA,NA,AGRICULTURE,Millets,Maize (Makka),Nutrient Management,FARMER ASKED QUERY ABOUT NUTRIENT MANAGEMENT IN MAIZE?,"RECOMMENDED TO SPRAY UREA 10 GR/1 LITRE OF WATER     
యూరియా 10 GR/1 లీటరు నీటిని పిచికారీ చేయడానికి సిఫార్సు చేయబడింది
",2024-03-28T16:11:44.453,2024,3
ANDHRA PRADESH,ANANTPUR,NALLAMADA,NA,AGRICULTURE,Millets,Maize (Makka),"	Plant Protection	",FARMER ASKED QUERY ON DISEASE MANAGEMENT IN MAIZE,"తెగుళ్ళుసమగ్ర యాజమాన్యం
2 కిలోల ట్రైకోడర్మా శీలింధ్రాన్ని 100 కిలోల పశువుల ఎరువుతో వృద్ధి చేసి వరుసగా 3-4 సం.లు భూమిలో కలపాలి",2024-03-28T16:17:25.193,2024,3
ANDHRA PRADESH,ANANTPUR,NALLAMADA,NA,AGRICULTURE,Millets,Maize (Makka),Nutrient Management,FARMER SKED QUERY ABOUT NUTRIENT MANAGEMENT IN MAIZE?,పొటాషియం ధాతు లోపం వల్ల కూడా ఆకులు చివరలనుండి ఎండిపోవడం జరుగుతుంది.దీని నివారణకు పొటాషియం నైట్రేట్ 10 గ్రా 1 లీటర్ నీటిలో కలిపి వాడుకోవాలి.లేదా 13-0-45 5గ్రా లీటర్ నీటికి కలిపి పిచికరిచెయలి,2024-03-28T17:35:06.723,2024,3
ANDHRA PRADESH,ANANTPUR,CHENNEKOTHAPALLE,NA,AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),Weather,Farmer asked query on Weather,"DRY WEATHER, NO CHANCE OF SHOWERS IN YOUR AREA 
మీ ప్రాంతములో వాతావరణం పొడిగా ఉంటుంది.వర్షం పడే అవకాశం లేదు.
",2024-03-29T10:26:59.393,2024,3
ANDHRA PRADESH,ANANTPUR,PAMIDI,NA,AGRICULTURE,Millets,Italian Millet (Thenai/Navane/Foxtail Millet/Kang),Market Information,FARMER ASKED QUERY ABOUT MARKET INFORMATION OF FOXTAIL MILLET?,"The Minimum Support price for Foxtail Millet is Rs. 3,500 per quintal",2024-03-29T11:20:52.613,2024,3
ANDHRA PRADESH,ANANTPUR,PEDDAPAPPUR,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),Market Information,FARMER ASKED ABOUT MARKET PRICE OF COTTON AND GROUNDNUT,"                                                           Min Price	Modal Price	Max Price
ANDHRA PRADESH	ADONI	COTTON	3,960	6,411	7,823
ANDHRA PRADESH	KURNOOL	GROUND NUT	4,153	12,470	14,244",2024-03-29T12:55:57.737,2024,3
ANDHRA PRADESH,ANANTPUR,NALLAMADA,NA,HORTICULTURE,Vegetables,Potato,Weather,Farmer asked query on Weather,"CLOUDY WEATHER, NO CHANCE OF SHOWERS IN YOUR AREA 
మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.వర్షం  పడే అవకాశం లేదు.",2024-03-29T19:46:11.947,2024,3
ANDHRA PRADESH,ANANTPUR,0,NA,AGRICULTURE,Others,Others,Weather,Farmer asked query on Weather,test call,2024-03-30T19:12:58.723,2024,3
ANDHRA PRADESH,ANANTPUR,ANANTAPUR,NA,AGRICULTURE,Others,Others,Bio-Pesticides and Bio-Fertilizers,FARMER ASKED QUERY ABOUT PURCHASE / PROCURMENT OF VERMICOMPOST?,"PLEASE CONTACT YOUR MANDAL AGRICULTURAL OFFICER దయచేసి  మీ  మండల వ్యవసాయ అధికారిని సంప్రదించండి
MAO - ANANTPUR - 8331057586,8331057634",2024-03-31T10:10:13.863,2024,3
ANDHRA PRADESH,ANANTPUR,TALUPULA,NA,AGRICULTURE,Others,Others,Government Schemes,FARMER ASKED QUERY ON PM KISAN SAMMAN NIDHI ,PLEASE CONTACT YOUR MANDAL AGRICULTURAL OFFICER ,2024-03-31T14:36:54.27,2024,3
ANDHRA PRADESH,ANANTPUR,ANANTAPUR,NA,AGRICULTURE,Millets,Maize (Makka),Sowing Time and Weather,farmer asked query on sowing time of maize ? ,"జూన్ నుండి జూలై 15 వరకు విత్తుకోవాలి. స్వల్పకాలిక రకాలను జూలై చివరి వరకు విత్తుకోవచ్చు. రబీలో అక్టోబరు నుండి నవంబరులోగా విత్తుకోవాలి.

",2024-03-31T17:10:46.267,2024,3
ANDHRA PRADESH,VIZIANAGARM,MAKKUVA,NA,AGRICULTURE,Others,Others,Government Schemes,FARMER ASKED QUERY ON PM KISAN SAMMAN NIDHI SCHEME?,"RECOMMENDED TO CALL AFTER SOME TIME DUE TO SITE PROBLEM
దయచేసి కొంచెం సమయం తరువాత తిరిగి మరల కాల్ చేయండి.
",2024-03-01T09:57:54.613,2024,3
ANDHRA PRADESH,VIZIANAGARM,SRUNGAVARAPUKOTA,NA,AGRICULTURE,Others,Black Gram (urd bean),Weather,Farmer asked query on Weather,"మీ ప్రాంతంలో వాతావరణం ఎండ, మబ్బులుగా ఉంటుంది , వర్షం పడే అవకాశం లేదు.",2024-03-01T13:23:35.42,2024,3
ANDHRA PRADESH,VIZIANAGARM,VEPADA,NA,AGRICULTURE,Others,Others,Government Schemes,"FARMER ASKED QUERY ON PM KISAN SAMMAN NIDHI SCHEME BENIFICIARY STATUS
","You have not completed Ekyc. Please complete the Ekyc process.

PLEASE CONTACT YOUR MANDAL AGRICULTURAL OFFICER FOR DETAILS ABOUT THE SCHEME
దయచేసి  మీ  మండల వ్యవసాయ అధికారిని సంప్రదించండి
",2024-03-06T15:58:08.453,2024,3
ANDHRA PRADESH,VIZIANAGARM,PUSAPATIREGA,NA,ANIMAL HUSBANDRY,Animal,"Bovine(Cow,Buffalo)",Cattle shed Planning and Management,FARMER ASKED ABOUT BOVINE INSURANCE RELATED QUERY,PLEASE CONTACT VETERINARY HELP LINE NUMBER 1962,2024-03-07T10:38:17.857,2024,3
ANDHRA PRADESH,VIZIANAGARM,MAKKUVA,NA,AGRICULTURE,Others,Others,Government Schemes,"FARMER ASKED QUERY ON PM KISAN SAMMAN NIDHI SCHEME?
","Payment Processed - 12 TH INSTALMENT 
RECOMMENDED TO WAIT MONEY CREDIT SOON",2024-03-08T09:31:33.187,2024,3
ANDHRA PRADESH,VIZIANAGARM,VEPADA,NA,HORTICULTURE,Vegetables,Ribbed Gourd (Kali Tori),Cultural Practices,Farmer asked query about bitter ness management in ridge guard?,"* క్రమం తప్పకుండా నీటిపారుదల ఇవ్వాలి.
* పొటాష్ ఎరువును క్రమం తప్పకుండా వాడుకోవాలి.
* సూక్ష్మ పోషకాలను క్రమం తప్పకుండా వాడుకోవాలి",2024-03-09T09:07:48.8,2024,3
ANDHRA PRADESH,VIZIANAGARM,GANTYADA,NA,HORTICULTURE,Vegetables,Brinjal,"	Plant Protection	","FARMER ASKED QUERY ON  PEST MANAGEMENT IN BRINJAL
","RECOMMENDED TO APPLY CARBOFURAN 3G GRANULES 8-10 KG/ACRE
",2024-03-09T10:51:15.523,2024,3
ANDHRA PRADESH,VIZIANAGARM,SRUNGAVARAPUKOTA,NA,AGRICULTURE,Others,Others,Weather,Farmer asked query on Weather,"మీ ప్రాంతం లో ఈ  రోజు వాతావరణం ఎండా మబ్బులుగా ఉంటుంది, వర్షం పడే అవకాశం లేదు.",2024-03-10T09:42:52.82,2024,3
